行政區,地址,樓層,型態,主要用途,房間,客廳,衛浴,有無傢俱,租金,車位類別,備註,出租型態,有無管理員,有無電梯,附屬設備
南屯區,臺中市南屯區黎明路二段８７號,全,透天厝,住商用,6,3,7,有,13500,,多人共同承租2；租金總額含網路費；,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路
西屯區,臺中市西屯區西屯路二段２４７號１０樓之１７,十層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,18500,,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西區,臺中市西區民生路１３５號二十樓之８,二十層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,8500,,社會住宅包租代管公會版4期1013合約不足一年多人共同承租2；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區天祥街２２４號５樓之５,五層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,15800,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區長生巷３弄２１號,全,透天厝,住家用,3,2,2,有,16000,,續租案件；,整棟(戶)出租,無,無,熱水器、洗衣機
北屯區,臺中市北屯區軍福十六街２７３號６樓之１７,六層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,25500,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北屯區,臺中市北屯區太和一街１２３號三樓之３,三層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,23000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區廣福路１６３巷５９弄１８號,全,透天厝,住宅、停車空間、樓梯間,5,2,3,有,31500,,多人共同承租2；,整棟(戶)出租,無,無,冷氣、熱水器、冰箱
西屯區,臺中市西屯區順平路２１８號,全,透天厝,店鋪、住宅、機械室、樓梯間、水塔室,67,67,67,有,16000,,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；,分租套房,無,有,冷氣、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區西屯路三段１５９之１２號十四樓之１,十四層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,20000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
神岡區,臺中市神岡區大富路６１巷６４號,一層,工廠,康樂室　廠房　辦公室　單身員工宿舍,0,0,0,無,40000,,建物面積534.77平方公尺，租賃建物部分範圍：221.48平方公尺。租賃建物部分範圍，且未計入共有部分面積；,,無,無,
中區,臺中市中區光復路１３５號,全,透天厝,人行道，補習班，住房，機械室，停車空間，樓梯間，電梯間,16,0,16,有,12000,,多人共同承租2；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區日興街９８號十樓之八,十層,華廈(10層含以下有電梯),辦公室,1,1,1,有,20600,坡道機械,多人共同承租2；續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
中區,臺中市中區民權路２２號１１樓之１,十一層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,6800,,房屋租金6800/月，管理費900/月續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區中華路二段１７９號３樓３０６室,全,透天厝,停車空間、住宅、樓梯間、店舖、人行道,24,10,24,無,8700,,租賃建物部分範圍，且未計入共有部分面積；,分租套房,無,無,冷氣、網路
北區,臺中市北區三民路三段２１７號１２樓之１２,十二層,住宅大樓(11層含以上有電梯),寄宿舍,1,1,1,有,9500,,,獨立套房,有,有,冷氣、熱水器、冰箱
北區,臺中市北區瑞祥街２７-７號,四層,公寓(5樓含以下無電梯),住家用,4,0,4,有,5500,,如網速不夠將由房客自行向網路公司申請處理。租金總額含水費；網路費；其他第四台；租賃建物部分範圍，且未計入共有部分面積；續租案件；,分租套房,無,無,冷氣、熱水器、電視機、冰箱、有線電視、網路
北屯區,臺中市北屯區天津路四段１２５巷１６號,全,透天厝,住家用,3,1,3,有,16000,,多人共同承租2；,分層出租,無,無,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區金龍街３６巷６號４樓之１,四層,公寓(5樓含以下無電梯),住家用,3,2,2,有,17000,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區至善路３８巷５８號八樓之１０,八層,華廈(10層含以下有電梯),住家用,1,1,1,有,14800,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
清水區,臺中市清水區港都五路３１號十樓之２,十層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,17000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
太平區,臺中市太平區東平路６４０巷５號七樓,七層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,18500,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西區,臺中市西區忠明南路３２５號９樓之２,九層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,11000,,,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區公正路２６４巷３號５樓,五層,公寓(5樓含以下無電梯),住家用,3,2,2,有,15000,,此為台中市政府社會住宅包租代管計畫。續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、瓦斯或天然氣
南區,臺中市南區學府路８８之１號十樓之一,十層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,25000,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區軍福十九路１２號十五樓之２,十五層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,25000,,未租賃車位，建物登記含有車位面積；續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區文心路四段２８８號１７樓之１８,十七層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,22000,坡道機械,租金總額含管理費；續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區文心路四段９９３號１４樓之５,十四層,住宅大樓(11層含以上有電梯),住家用,3,2,1,有,22000,,社會住宅管理費2000元、水電瓦斯另由承租人負擔未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
北區,臺中市北區美德街１９１之２號,三層,公寓(5樓含以下無電梯),住家用,4,1,4,有,18000,,多人共同承租2；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區信平路１３０號９樓之１３,九層,華廈(10層含以下有電梯),集合住宅,3,2,2,有,44000,坡道平面,租金總額含管理費；其他租金已含管理費、車位清潔費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區西屯路三段１５０之５８號,一層,店面(店鋪),停車空間、人行道、店舖、住宅、梯間,0,0,0,無,25000,,租金總額含稅；,,無,無,
西屯區,臺中市西屯區西屯路三燦１６６之１００號９樓之１２,九層,住宅大樓(11層含以上有電梯),住家用,2,1,2,有,23000,坡道機械,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區保安?街１５０號二樓之３,二層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,11800,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區西屯路二段２４７號４樓之１２,四層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,22000,坡道機械,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區西屯路二段２４７號１０樓之１１,十層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,22000,坡道機械,多人共同承租2；租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區保安十街１５０號４樓之１５,四層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,11800,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
南屯區,臺中市南屯區保安十街１５０號２樓之８,二層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,15000,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區福上巷２１４號三樓之９,三層,華廈(10層含以下有電梯),商業用,1,0,1,有,7000,,,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
梧棲區,臺中市梧棲區港埠路二段１３８號７樓之８,七層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,15000,,未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
霧峰區,臺中市霧峰區草湖路６２號３樓之７,三層,住宅大樓(11層含以上有電梯),集合住宅,7,0,7,有,6800,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,有,冷氣、熱水器、冰箱、網路
霧峰區,臺中市霧峰區草湖路６２號６樓之６,六層,住宅大樓(11層含以上有電梯),集合住宅,6,0,6,有,7800,,多人共同承租2；租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,有,冷氣、熱水器、冰箱、網路
霧峰區,臺中市霧峰區草湖路６２號１０樓之６,十層,住宅大樓(11層含以上有電梯),集合住宅,6,0,6,有,8000,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,有,冷氣、熱水器、冰箱、網路
龍井區,臺中市龍井區新興路東興巷１９號,全,透天厝,住商用,6,0,6,有,4500,,租金總額含水費；其他第四台；,分租套房,無,無,冷氣、熱水器、電視機、冰箱、有線電視
西區,臺中市西區公正路２３８號,全,透天厝,商業用,5,2,5,有,16000,,多人共同承租2；租金總額含網路費；其他垃圾清運費、公共區域清潔費；,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路
南區,臺中市南區忠孝路１２１巷１５號６樓之１,六層,華廈(10層含以下有電梯),住家用,2,2,1,有,13000,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、冰箱、瓦斯或天然氣
西區,臺中市西區美村路一段１１７巷１５號,見其他登記事項,店面(店鋪),住家用,2,2,1,無,68000,,自114年08月12日起至同年10月10日止計60天為裝潢期免收租金，惟水電費等承租人自行負擔，自114年10月11日開始收租。,,無,無,冷氣
南區,臺中市南區東興路一段１６號二十五樓之一,二十五層,住宅大樓(11層含以上有電梯),集合住宅,2,0,2,有,8000,,社會住宅包租代管公會版4期108-2續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
中區,臺中市中區臺灣大道一段５３８號九樓之１,九層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,28000,,社會住宅管理費3094元、水電瓦斯另由承租人負擔多人共同承租3；未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區工學北路８６號６樓之９,六層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,7500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
北區,臺中市北區健行路３０號７樓之１３,七層,華廈(10層含以下有電梯),住家用,2,1,1,有,13500,,社會住宅包租代管公會版4期119-2續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
北區,臺中市北區華富街６８號６樓之４,六層,華廈(10層含以下有電梯),住家用,1,0,1,有,6000,,社會住宅包租代管公會版41期,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
北屯區,臺中市北屯區平德路３８之１５號６樓,六層,華廈(10層含以下有電梯),住家用,3,2,2,無,15000,升降機械,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。因車位面積謄本無法算出，故未填車位面積。續租案件；,整棟(戶)出租,有,有,熱水器、瓦斯或天然氣
北區,臺中市北區梅亭街２５０之６號,七層,華廈(10層含以下有電梯),住家用,2,2,1,有,15000,,社會住宅包租代管案件租金市價打8折。此租約訂定金額不含管理費，費用為承租人另行支付。,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北區,臺中市北區博館東街１０巷２之８號,五層,公寓(5樓含以下無電梯),住家用,2,1,1,有,15000,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區松竹路二段８６巷１０之２號７樓,七層,華廈(10層含以下有電梯),住家用,3,2,2,有,18000,,社會住宅包租代管案件租金市價打8折。此租約訂定金額不含管理費，費用為承租人另行支付。,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區敦富一街１８９號８樓之３,八層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,無,17683,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。管理費2317元由出租人負擔續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北屯區,臺中市北屯區敦富路２０７號十五樓之７,十五層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,10000,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北區,臺中市北區民權路４６２巷２之４號,五層,公寓(5樓含以下無電梯),住家用,2,2,2,有,13000,,社會住宅包租代管公會版4期796-1多人共同承租2；續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區松竹北二街１５號,全,透天厝,店舖，停車空間，住宅，機械室,5,3,5,有,60000,,,整棟(戶)出租,無,無,冷氣、熱水器、瓦斯或天然氣
北屯區,臺中市北屯區環太東路４６７號十三樓之９,十三層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,22000,坡道平面,多人共同承租3；租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區黎明路三段３１２號九樓之５,九層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,7500,,社會住宅包租代管公會版4期812-1續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區大墩路９４９之５號７樓之２,七層,住宅大樓(11層含以上有電梯),住家用,2,2,1,有,18000,,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區河南路二段３２３號十四樓之１６,十四層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,7700,,社會住宅包租代管案件租金市價打8折。此租約訂定金額不含管理費，費用為承租人另行支付。,獨立套房,有,有,冷氣、熱水器、洗衣機
西屯區,臺中市西屯區朝富路２１３號９樓之３,九層,辦公商業大樓,辦公事務所及工商服務業,4,1,0,有,91398,坡道平面,租金總額含稅；,,有,有,
西屯區,臺中市西屯區朝富路２１３號９樓之５,九層,辦公商業大樓,辦公事務所及工商服務業,0,0,0,有,94152,坡道平面,租金總額含稅；,,有,有,
西屯區,臺中市西屯區市政路３８６號１４樓之７，１４樓之８,十四層,辦公商業大樓,辦公室,0,0,0,有,175000,坡道平面,租金總額含稅；,,有,有,
西屯區,臺中市西屯區寧夏西四街７號八樓之１５,八層,華廈(10層含以下有電梯),辦公室,1,0,1,有,9500,,社會住宅包租代管公會版4期77-2租金總額含網路費；其他第四台；續租案件；,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路
豐原區,臺中市豐原區中興路９３號四樓,四層,公寓(5樓含以下無電梯),集合住宅,1,0,1,有,12000,,,獨立套房,無,無,冷氣、熱水器
豐原區,臺中市豐原區西安街９１巷３號三樓,三層,公寓(5樓含以下無電梯),住家用,2,2,2,有,12000,,,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
豐原區,福興段1123-7地號,,其他,,0,0,0,無,79645,,門牌地址：台中市豐原區豐原大道六段326號，做廠房使用。建物未保存登記。附屬設備：冷氣二台租金總額含稅；含增建或未登記建物；,,,,
梧棲區,臺中市梧棲區八德路８５號十樓之７,十層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,16000,,多人共同承租2；未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
清水區,臺中市清水區港都路１６３號十五樓之３,十五層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,14000,,社會住宅包租代管公會版41期807,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
清水區,臺中市清水區港新三路３５號十三樓之２,十三層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,28500,坡道平面,租金總額含管理費；其他含2.11%二代健保補充費及10%租賃稅金；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
潭子區,臺中市潭子區中山路一段７巷１０號４樓之２,四層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,6130,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。管理費370元由出租人負擔續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
太平區,臺中市太平區宜安街３２號,一層,華廈(10層含以下有電梯),集合住宅,4,2,2,有,16310,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。管理費1190元由出租人負擔續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、冰箱、瓦斯或天然氣
太平區,臺中市太平區新福路４８號１０樓,十層,住宅大樓(11層含以上有電梯),集合住宅、國民住宅,3,2,2,無,23000,坡道機械,,整棟(戶)出租,有,有,熱水器、瓦斯或天然氣
龍井區,臺中市龍井區新興路５９巷３０號四樓之三,四層,華廈(10層含以下有電梯),住家用,3,2,2,有,15000,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
龍井區,臺中市龍井區藝術北街２巷１５號四樓,四層,公寓(5樓含以下無電梯),住家用,2,1,1,有,10500,,社會住宅包租代管公會版41期808,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區順平路２１８號,全,透天厝,店鋪、住宅、機械室、樓梯間、水塔室,67,67,67,有,16000,,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區長安路二段６２-５號,全,透天厝,人行步道、店鋪、停車空間、樓梯間、機房、住宅,9,9,9,有,15500,,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路
西屯區,臺中市西屯區順平路２１８號,全,透天厝,店鋪、住宅、機械室、樓梯間、水塔室,67,67,67,有,17500,,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
南區,臺中市南區五權南路６９４號４樓之２,四層,公寓(5樓含以下無電梯),住家用,2,1,1,有,12000,,此為台中市政府社會住宅包租代管計畫。續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
南區,臺中市南區美村路二段１６８巷１號３樓之２,三層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,14000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
西區,臺中市西區梅川西路一段６７號七樓,七層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,8800,,台中市政府包租代管計畫。管理費1200元由出租人負擔續租案件；,整棟(戶)出租,有,有,熱水器、冰箱、瓦斯或天然氣
南區,臺中市南區和昌街８９號四樓之６,四層,住宅大樓(11層含以上有電梯),集合住宅,3,1,1,有,20000,,未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
中區,臺中市中區中華路一段１２１號１６樓之３０,十六層,住宅大樓(11層含以上有電梯),集合住宅,1,0,2,有,8500,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱
西區,臺中市西區忠明南路３２５號五樓之２１,五層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,12500,,房屋租金12500/月，管理費500/月續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區博館三街８０號,一層,店面(店鋪),住家用,2,2,2,無,25800,,租金已扣除管理費200元含增建或未登記建物；,,無,無,熱水器、瓦斯或天然氣
南區,臺中市南區仁和路２２５巷２號,全,透天厝,住家用,53,1,53,有,6500,坡道平面,機車停車位管理費150元/月租金總額含網路費；,分租套房,無,有,冷氣、熱水器、網路
北區,臺中市北區中清路一段６５２號１９樓之９,十九層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,15000,,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北屯區,臺中市北屯區軍福七路３６號二樓之７,二層,住宅大樓(11層含以上有電梯),住家用,2,1,1,有,22100,,未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北區,臺中市北區中清路一段８８０巷６弄１０號５樓,五層,公寓(5樓含以下無電梯),住家用,3,2,2,有,14500,,,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣
北區,臺中市北區山西路一段８３號４樓之１,四層,住宅大樓(11層含以上有電梯),住家用,2,2,1,有,18000,,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、電視機、瓦斯或天然氣
北屯區,臺中市北屯區敦富一街１６６之２號,一層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,18000,坡道平面,房屋租金18000/月，管理費2500,整棟(戶)出租,有,有,冷氣、熱水器、電視機、瓦斯或天然氣
北屯區,臺中市北屯區中清路二段１０２０號二樓,二層,華廈(10層含以下有電梯),餐廳,0,1,1,無,45000,,不承租車位已扣除車位面積租金總額含水費；,,無,有,冷氣
北區,臺中市北區日興街１８２號,一層,店面(店鋪),店舖,0,0,0,無,17000,,只出租建物面積的一半租金總額含管理費；水費；電費；瓦斯費；網路費；,,有,有,
北區,臺中市北區日興街１８２號,一層,店面(店鋪),店舖,0,0,0,無,17000,,只出租建物面積的一半租金總額含管理費；水費；電費；瓦斯費；網路費；,,有,有,
