行政區,地址,樓層,型態,主要用途,房間,客廳,衛浴,有無傢俱,租金,車位類別,備註,出租型態,有無管理員,有無電梯,附屬設備
北屯區,臺中市北屯區景和街６號１２樓之６,十二層,住宅大樓(11層含以上有電梯),集合住宅,3,2,1,有,24000,坡道平面,多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區敦富一街２０８之６號,一層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,25100,坡道平面,社會住宅包租代管公會版41期813,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北區,臺中市北區大德街１６１巷１９號,全,透天厝,住家用,2,2,2,有,19000,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱
北區,臺中市北區中清路一段８２２之１０２號,八層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,11000,,社會住宅包租代管公會版4期84-2租金總額含管理費；網路費；其他第四台；續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路
北區,臺中市北區綏遠路一段１之２號４樓之２,四層,華廈(10層含以下有電梯),住家用,3,2,2,無,16500,,,整棟(戶)出租,有,有,熱水器、電視機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區保安十街１５０之１０號,一層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,10500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
南屯區,臺中市南屯區保安十街１５０號二樓之１９,二層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,15400,,多人共同承租2；續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
南屯區,臺中市南屯區保安十街１５０號六樓之１７,六層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,11000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區寶慶街３０巷９號八樓之５,八層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,7000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區福聯街４５號五樓之２９,五層,華廈(10層含以下有電梯),住家用,1,0,1,有,5500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區河南路二段３２３號２樓之５,二層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,7413,,,獨立套房,有,有,冷氣、熱水器、電視機、冰箱
西屯區,臺中市西屯區黎明路三段３１８號五樓之１,五層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,6500,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,西屯段1917-19地號,,其他,,0,0,0,無,87000,,租金總額含稅；,,,,
西屯區,臺中市西屯區西屯路二段２８２巷３０號,五層,公寓(5樓含以下無電梯),住商用,34,0,34,有,5500,,租金總額含水費；網路費；,分租套房,無,無,冷氣、熱水器、網路
西屯區,臺中市西屯區青海路二段１７５號十二樓之７,十二層,住宅大樓(11層含以上有電梯),住家用,2,1,1,有,14000,,社會住宅包租代管公會版41期811多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區西屯路二段２０８巷１６之９號二樓之１,二層,華廈(10層含以下有電梯),集合住宅,1,0,1,有,12000,,社會住宅包租代管公會版4期82-2租金總額含網路費；其他第四台；續租案件；,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路
西屯區,臺中市西屯區河南路二段３０１巷２６號８樓之７,八層,華廈(10層含以下有電梯),住家用,1,0,1,有,8500,,租金含管9000元/月管理費500元/月續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區成都路２１６號七樓之２,七層,華廈(10層含以下有電梯),住家用,3,2,2,有,22000,坡道機械,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區大英西二街６９號六樓之１,六層,華廈(10層含以下有電梯),住家用,2,1,1,有,18000,升降機械,房屋租金18000/月，管理費2440/月續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區大隆路７６號五樓,五層,住宅大樓(11層含以上有電梯),住家用,3,1,2,有,23000,,租金含管26000元/月管理費3000元/月續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
南屯區,臺中市南屯區義芳街２７號二樓之１,二層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,28000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
豐原區,臺中市豐原區永康路２１１巷８２號６樓,六層,華廈(10層含以下有電梯),住家用,3,1,2,有,10000,,房屋租金10000/月，管理費1606,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
豐原區,臺中市豐原區豐北街２７８巷２６之３號二樓之１,二層,華廈(10層含以下有電梯),集合住宅,2,1,1,有,17500,坡道機械,房屋租金17500/月，管理費1800/月,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
清水區,臺中市清水區港都五路３１號十樓之５,十層,住宅大樓(11層含以上有電梯),集合住宅,2,1,1,有,13100,,未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
烏日區,臺中市烏日區中華路２９４巷１２弄７號七樓,七層,華廈(10層含以下有電梯),集合住宅,4,2,2,有,19000,,房屋租金19000/月，管理費2000/月,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
太平區,臺中市太平區東村路４８號三樓之７,三層,華廈(10層含以下有電梯),集合住宅,3,2,2,有,18000,,社會住宅包租代管公會版4期792-1續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、冰箱、瓦斯或天然氣
太平區,臺中市太平區長億六街５４巷９號,全,透天厝,住家用,3,2,2,有,22000,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器
太平區,臺中市太平區樹孝路２-１７號,見其他登記事項,店面(店鋪),店舖,0,2,2,無,45000,,,,有,有,
龍井區,臺中市龍井區藝術街３９巷３號三樓之５,三層,公寓(5樓含以下無電梯),住家用,1,1,1,有,5500,,社會住宅水電瓦斯另由承租人負擔,獨立套房,無,無,冷氣、熱水器、洗衣機、冰箱
西區,後子段133-17地號,,其他,,0,0,0,無,126000,,租金總額含稅；,,,,
南屯區,臺中市南屯區大墩十二街１１１號,全,透天厝,店房、住房、人行道、避難室,14,0,14,有,7700,,租賃建物部分範圍，且未計入共有部分面積；續租案件；,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區中華路１段１-７號１８樓之１８,十八層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,8000,,台中市政府包租代管計畫。續租案件；,獨立套房,有,有,冷氣、熱水器、電視機、冰箱
南區,臺中市南區工學北路８６號９樓之２１,九層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,6470,,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。管理費530元由出租人負擔。,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區五權路１-１３９號７樓之１,七層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,20870,,台中市政府包租代管計畫。管理費2130元由出租人負擔。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區高工路３３９號１+２樓,全,透天厝,店舖，住宅，人行道,0,2,2,無,55000,,公司簽立 但目前是籌備處尚未有統編（辰旭有限公司籌備處）租金總額含稅；,,無,無,瓦斯或天然氣
南區,臺中市南區學府路１４６巷１５號１３樓之１,十三層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,11100,,社會住宅管理費700元、水電瓦斯另由承租人負擔,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區仁義街８６-１０號３樓,三層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,5800,,社會住宅包租代管公會版41期,獨立套房,無,有,冷氣、熱水器、冰箱
西區,臺中市西區中華路一段１-７號２１樓之１０,二十一層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,8000,,社會住宅包租代管公會版4期合約不足一年,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
東區,臺中市東區大勇街６４號６樓之３,六層,華廈(10層含以下有電梯),住家用,1,0,1,有,10000,,社會住宅包租代管公會版4期79-2租金總額含網路費；其他第四台；續租案件；,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
東區,臺中市東區樂業路２３０號３樓之６,三層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,無,30000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器
北區,臺中市北區西屯路一段２４８號,全,透天厝,住商用,9,3,9,有,15000,,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路
北屯區,臺中市北屯區文心路四段６７２號２３樓之９,二十三層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,8000,,社會住宅包租代管公會版41期820,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區三民路三段２０３號６樓之４,六層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,9400,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
北區,臺中市北區三民路三段２０３號１０樓之２,十層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,7400,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
北屯區,臺中市北屯區文心路四段６７２號１４樓之２２,十四層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,9000,,,獨立套房,有,有,冷氣、熱水器、電視機、冰箱
北區,臺中市北區三民路三段１１８之５號,四層,公寓(5樓含以下無電梯),住家用,5,0,5,有,6500,,,分租套房,無,無,冷氣、熱水器、電視機、冰箱
西屯區,臺中市西屯區西屯路二段上石南六巷６之４號,三層,公寓(5樓含以下無電梯),住家用,1,0,1,有,8500,,社會住宅包租代管公會版41期816合約不足一年,獨立套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區黎明路三段３１６號九樓之６,九層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,6500,,社會住宅包租代管公會版41期817,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區青海路二段４３８號５樓之５,五層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,26000,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區忠勇路２３-２５號９樓,九層,華廈(10層含以下有電梯),住家用,42,0,42,有,5500,,租金總額含水費；網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、網路
西屯區,臺中市西屯區西屯路二段２０８巷１６之９號二樓之７,二層,華廈(10層含以下有電梯),集合住宅,1,0,1,有,8500,,社會住宅包租代管公會版4期99-2租金總額含網路費；其他第四台；續租案件；,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路
西屯區,臺中市西屯區長安路二段６２-５號,全,透天厝,人行步道、店鋪、停車空間、樓梯間、機房、住宅,9,9,9,有,15000,,租金總額含水費；瓦斯費；網路費；含增建或未登記建物；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路
南屯區,臺中市南屯區益文三街７８號,全,透天厝,店鋪、停車空間、外廊、辦公室、住宅、樓梯間,0,0,0,無,250000,,租金總額含稅；,,無,有,
西屯區,臺中市西屯區國安一路１２９號１２樓之７,十二層,住宅大樓(11層含以上有電梯),住家用,2,2,1,有,18400,,多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區保安二街２６５號２樓,二層,住宅大樓(11層含以上有電梯),住家用,4,2,2,有,26000,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區崇義街６之５號二樓之３,二層,華廈(10層含以下有電梯),住家用,1,1,1,有,6500,,,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
豐原區,臺中市豐原區向陽路４８號１２樓之８,十二層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,7800,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
清水區,五權段1257地號,,其他,,0,0,0,無,10000,,,,,,
大雅區,臺中市大雅區學府路４５２巷１５號六樓之２,六層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,無,28000,坡道機械,租金總額含管理費；,整棟(戶)出租,有,有,冷氣
潭子區,臺中市潭子區頭家路１０８號,見其他登記事項,華廈(10層含以下有電梯),人行道、店舖、住宅,2,1,1,有,16900,,台中市政府包租代管計畫。管理費600元由出租人負擔。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
霧峰區,臺中市霧峰區草湖路６２號７樓之１,七層,住宅大樓(11層含以上有電梯),集合住宅,7,0,7,有,7800,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,有,冷氣、熱水器、冰箱、網路
霧峰區,臺中市霧峰區草湖路６２號７樓之１,七層,住宅大樓(11層含以上有電梯),集合住宅,7,0,7,有,6800,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,有,冷氣、熱水器、冰箱、網路
霧峰區,臺中市霧峰區草湖路６２號８樓之３,八層,住宅大樓(11層含以上有電梯),集合住宅,6,0,6,有,7200,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,有,冷氣、熱水器、冰箱、網路
霧峰區,臺中市霧峰區樹仁路１３０之一號三樓H３０１房,全,透天厝,店舖、住宅、人行道、樓梯間,6,0,6,有,6300,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,無,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３８號８樓之三８０７房,八層,華廈(10層含以下有電梯),集合住宅,4,0,4,有,6500,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３２號三樓I３０３房,全,透天厝,店舖、住宅、人行道、樓梯間,6,0,6,有,6300,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,無,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３６號三樓K３０１房,全,透天厝,店舖、住宅、人行道、樓梯間,6,0,6,有,5800,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,無,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３８號６樓之一６０２房,六層,華廈(10層含以下有電梯),集合住宅,2,0,2,有,7000,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３８號４樓之三４０９房,四層,華廈(10層含以下有電梯),集合住宅,4,0,4,有,7000,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３８號９樓之一９０６房,九層,華廈(10層含以下有電梯),集合住宅,4,0,4,有,6500,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１２６-２號四樓４０１房,全,透天厝,人行道．店舖．樓梯間．住宅,9,0,9,有,8000,,租金總額含網路費；,分租套房,無,無,冷氣、熱水器、電視機、冰箱、有線電視、網路
太平區,臺中市太平區樹孝路４３５號一樓,一層,店面(店鋪),停車空間、店舖、住房、人行道、辦公室,0,1,1,無,47000,,租金總額含稅；,,無,無,
太平區,臺中市太平區光興路１２８巷１號,全,透天厝,住宅、店舖,3,4,2,有,5000,,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,整棟(戶)出租,無,無,熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
大肚區,臺中市大肚區沙田路二段１３２巷２弄３９號,全,透天厝,住商用,3,2,2,有,12000,,,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、電視機、冰箱
龍井區,臺中市龍井區台灣大道５段３巷６２弄３３號,全,透天厝,自用儲存室、集合住宅,27,12,43,有,8500,,多人共同承租2；租金總額含管理費；網路費；其他機車停車管理費100/月；,分租套房,無,有,熱水器
龍井區,臺中市龍井區臺灣大道五段３巷３０弄６１號五樓之１,五層,華廈(10層含以下有電梯),集合住宅,1,0,1,有,13500,,社會住宅包租代管公會版4期815-1合約不足一年續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
龍井區,臺中市龍井區沙田路六段３１５號９樓之８,九層,住宅大樓(11層含以上有電梯),集合住宅,2,1,1,有,16580,,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。管理費1920元由出租人負擔。,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西區,臺中市西區三民路一段１８３巷１號,全,透天厝,商業用,2,2,2,有,17000,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、瓦斯或天然氣
南區,臺中市南區學府路１８９號４樓之５,四層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,6500,,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。續租案件；,獨立套房,有,有,熱水器
西區,臺中市西區忠明南路３２５號９樓之４,九層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,9000,,社會住宅包租代管公會版4期1018多人共同承租2；,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路
南區,臺中市南區工學北路１７３號１０樓之１,十層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,17100,,社會住宅包租代管公會版41期825,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
南區,臺中市南區合作街３６０號５樓,五層,華廈(10層含以下有電梯),住家用,3,2,2,有,13500,,此為台中市政府社會住宅包租代管計畫。續租案件；,整棟(戶)出租,有,有,熱水器、洗衣機、瓦斯或天然氣
東區,臺中市東區旱溪東路一段２９６號１２樓之５,十二層,住宅大樓(11層含以上有電梯),集合住宅,2,2,2,有,14060,,此為台中市政府社會住宅包租代管計畫。管理費2440元由出租人負擔。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
中區,臺中市中區中山路３－１號,全,透天厝,商業用,46,1,46,有,598000,,籌備處統編暫設為00000000租金總額含稅；租賃期間有約定不同租金1141001-1200930每月月租金598000元整（含營業稅）1201001-1260930每月月租金618000元整（含營業稅）；,,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
南區,臺中市南區忠明南路８７９巷１７號２樓,二層,公寓(5樓含以下無電梯),住家用,2,2,1,有,15000,,社會住宅包租代管公會版4期1019多人共同承租2；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區大慶街二段１１之１１７號,全,透天厝,住宅．停車空間．樓梯間,5,3,4,有,13000,,多人共同承租2；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西區,臺中市西區向上路一段１５號４樓之１２,四層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,9000,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南區,臺中市南區建成路１７１３巷１０號５樓之４,五層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,13000,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南區,臺中市南區忠明南路７３０巷５２號１０樓之３,十層,住宅大樓(11層含以上有電梯),住家用,3,1,2,有,18000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
中區,臺中市中區公園路２－４－４１號,四層,華廈(10層含以下有電梯),住家用,1,0,1,無,7500,,續租案件；,獨立套房,有,有,冷氣、熱水器
南區,臺中市南區工學一街１７９巷１１號１０樓之１,十層,住宅大樓(11層含以上有電梯),住家用,3,1,1,無,12500,,管理費1500元，水電費 瓦斯費 由承租人負擔「此為臺中市社會住宅包租代管計畫之物件，評定市價租金為13890元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額12500元。」不含車位租金未租賃車位，建物登記含有車位面積；續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區中清路二段５１５巷５７弄１號,全,透天厝,住家用,2,2,1,無,15000,,社會住宅包租代管公會版41期822,整棟(戶)出租,無,無,冷氣、熱水器、瓦斯或天然氣
北屯區,臺中市北屯區文心路四段６７２號１２樓之７,十二層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,7800,,,獨立套房,有,有,冷氣、熱水器、電視機、冰箱
北區,臺中市北區中清路一段８０號１３樓之１１,十三層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,8000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機
北區,臺中市北區天祥街２２８之２５號６樓,六層,住宅大樓(11層含以上有電梯),集合住宅,3,1,2,有,16000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、瓦斯或天然氣
北區,臺中市北區育樂街５６號１２樓之８,十二層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,17274,,此為台中市政府社會住宅包租代管計畫。管理費1726元由出租人負擔。續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區文心路四段５２８號１１樓之７,十一層,住宅大樓(11層含以上有電梯),辦公室,2,1,1,有,19000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區北屯區景和街６號８樓之２,八層,住宅大樓(11層含以上有電梯),集合住宅,3,2,1,無,26000,坡道平面,租金總額含管理費；租賃期間有約定不同租金原租金27000元，因年繳租金優惠為26000元，如承租人提前終止租約，須賠償租賃期間每月1000元違約金。；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北屯區,臺中市北屯區四平路５６８巷７號七樓之２,七層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,無,31000,坡道平面,多人共同承租4；租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
南屯區,臺中市南屯區忠勇路２３-２５號２樓,二層,華廈(10層含以下有電梯),住家用,42,0,42,有,5500,,租金總額含水費；網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、網路
南屯區,臺中市南屯區忠勇路２３-２５號２樓,二層,華廈(10層含以下有電梯),住家用,42,0,42,有,5500,,租金總額含水費；網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、網路
西屯區,臺中市西屯區大墩十八街１９５號十七樓之３,十七層,住宅大樓(11層含以上有電梯),集合住宅,4,2,2,有,15000,,社會住宅包租代管公會版41期824續租案件；,整棟(戶)出租,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣